,close,date,high,low,open,volume,RSI_14,sma_7,RSI_Trend,ub,mb,lb,band_diff,band_diff_trend
0,1116.25,2020-04-07 09:15:00+05:30,1129.1,1102.1,1102.1,1937637,0.0,0.0,,,,,,
1,1111.7,2020-04-07 09:25:00+05:30,1118.75,1103.0,1116.1,1048380,0.0,0.0,0.0,,,,,
2,1114.85,2020-04-07 09:35:00+05:30,1119.65,1106.2,1111.7,557403,5.056179775280739,0.0,5.056179775280739,,,,,
3,1120.0,2020-04-07 09:45:00+05:30,1121.0,1113.75,1114.75,502573,12.817460317460387,0.0,7.761280542179648,,,,,
4,1130.1,2020-04-07 09:55:00+05:30,1132.0,1119.6,1119.75,970232,25.653373594335747,0.0,12.83591327687536,,,,,
5,1129.8,2020-04-07 10:05:00+05:30,1134.9,1126.4,1130.2,786493,25.533123405612315,0.0,-0.12025018872343196,,,,,
6,1129.7,2020-04-07 10:15:00+05:30,1131.0,1125.35,1129.7,492344,25.490231189668208,1121.7714285714285,-0.04289221594410719,,,,,
7,1131.4,2020-04-07 10:25:00+05:30,1138.0,1128.05,1129.4,471905,27.71336772705412,1123.935714285714,2.223136537385912,,,,,
8,1137.45,2020-04-07 10:35:00+05:30,1138.0,1131.1,1131.35,286106,35.13124463501303,1127.6142857142856,7.417876907958913,,,,,
9,1142.0,2020-04-07 10:45:00+05:30,1146.4,1134.1,1137.45,656457,40.108897894776135,1131.492857142857,4.977653259763102,,,,,
10,1143.65,2020-04-07 10:55:00+05:30,1144.0,1135.25,1142.4,408443,41.85144775157753,1134.8714285714284,1.7425498568013964,,,,,
11,1152.65,2020-04-07 11:05:00+05:30,1153.95,1143.0,1143.65,809474,50.33898591434999,1138.092857142857,8.48753816277246,,,,,
12,1154.75,2020-04-07 11:15:00+05:30,1160.0,1151.7,1152.65,784553,52.09600326962707,1141.6571428571426,1.7570173552770783,,,,,
13,1154.75,2020-04-07 11:25:00+05:30,1162.0,1153.0,1154.1,604518,52.09600326962707,1145.235714285714,0.0,,,,,
14,1154.8,2020-04-07 11:35:00+05:30,1157.3,1146.95,1154.55,435326,52.14275828543328,1148.5785714285714,0.04675501580621244,,,,,
15,1154.4,2020-04-07 11:45:00+05:30,1160.0,1152.3,1154.85,361895,51.70795929427496,1150.9999999999998,-0.4347989911583241,,,,,
16,1157.25,2020-04-07 11:55:00+05:30,1158.9,1152.0,1154.4,307037,54.612015242788544,1153.1785714285713,2.9040559485135873,,,,,
17,1155.8,2020-04-07 12:05:00+05:30,1158.5,1154.5,1157.25,199446,52.87002094487359,1154.9142857142856,-1.7419942979149567,,,,,
18,1159.4,2020-04-07 12:15:00+05:30,1159.9,1155.05,1155.75,266971,56.573677926784086,1155.8785714285714,3.7036569819104983,,,,,
19,1163.95,2020-04-07 12:25:00+05:30,1165.0,1158.0,1159.25,499890,60.769795616563655,1157.1928571428573,4.19611768977957,1174.171781580674,1140.7325,1107.2932184193262,66.88,
20,1162.5,2020-04-07 12:35:00+05:30,1163.9,1158.35,1163.3,232915,58.819253166664154,1158.3,-1.9505424498995012,1175.744137281393,1143.045,1110.3458627186071,65.4,-1.0
21,1165.0,2020-04-07 12:45:00+05:30,1168.85,1162.4,1162.4,470084,61.135462585478386,1159.757142857143,2.316209418814232,1176.270821151823,1145.71,1115.1491788481771,61.12,-4.0
22,1165.6,2020-04-07 12:55:00+05:30,1170.0,1162.0,1164.85,521378,61.69234701420396,1161.357142857143,0.5568844287255743,1176.3481550775866,1148.2475,1120.1468449224133,56.2,-5.0
23,1174.6,2020-04-07 13:05:00+05:30,1178.0,1165.0,1165.6,787491,68.89264674194393,1163.8357142857144,7.200299727739974,1178.115732401812,1150.9775,1123.839267598188,54.28,-2.0
24,1177.8,2020-04-07 13:15:00+05:30,1181.1,1174.8,1175.0,710566,70.98115997410709,1166.9785714285713,2.0885132321631517,1181.1515905326462,1153.3625,1125.5734094673537,55.58,1.0
25,1175.3,2020-04-07 13:25:00+05:30,1179.0,1168.85,1177.8,551790,67.18601999762346,1169.25,-3.7951399764836253,1182.7460901126337,1155.6375,1128.5289098873664,54.22,-1.0
26,1177.0,2020-04-07 13:35:00+05:30,1179.0,1171.0,1175.15,298148,68.42241492964376,1171.1142857142856,1.2363949320203034,1183.8049779511794,1158.0025,1132.2000220488208,51.6,-3.0
27,1176.35,2020-04-07 13:45:00+05:30,1180.0,1174.5,1177.05,359183,67.37707016648213,1173.0928571428572,-1.045344763161637,1184.0487615776876,1160.2499999999998,1136.451238422312,47.6,-4.0
28,1179.0,2020-04-07 13:55:00+05:30,1180.0,1176.0,1176.0,309590,69.42778492283026,1175.0928571428572,2.0507147563481283,1184.9721804488743,1162.3274999999999,1139.6828195511255,45.29,-2.0
29,1178.6,2020-04-07 14:05:00+05:30,1180.0,1173.85,1178.2,456860,68.7255229560605,1176.95,-0.702261966769754,1185.777770094229,1164.1574999999998,1142.5372299057706,43.24,-2.0
30,1185.15,2020-04-07 14:15:00+05:30,1185.15,1176.05,1178.55,877508,73.45963675780393,1178.4571428571428,4.734113801743433,1187.5290842331592,1166.2324999999996,1144.93591576684,42.59,-1.0
31,1189.5,2020-04-07 14:25:00+05:30,1192.05,1181.5,1185.15,633485,76.05229448431989,1180.1285714285714,2.5926577265159523,1190.7550747237244,1168.0749999999996,1145.3949252762748,45.36,3.0
32,1204.0,2020-04-07 14:35:00+05:30,1206.9,1186.3,1189.5,975332,82.26979160554279,1184.2285714285715,6.217497121222905,1197.4295038007788,1170.5374999999997,1143.6454961992206,53.78,8.0
33,1200.5,2020-04-07 14:45:00+05:30,1207.95,1199.75,1203.5,985749,77.06847629502477,1187.5857142857144,-5.2013153105180265,1201.7676201847369,1172.8249999999996,1143.8823798152623,57.89,4.0
34,1211.0,2020-04-07 14:55:00+05:30,1214.0,1200.0,1200.3,1073056,80.9579617826697,1192.5357142857142,3.889485487644933,1207.9279534435195,1175.6349999999998,1143.34204655648,64.59,7.0
35,1204.75,2020-04-07 15:05:00+05:30,1212.95,1201.05,1211.4,1240813,73.01888765415472,1196.2142857142858,-7.939074128514974,1211.3138832960165,1178.1524999999997,1144.991116703983,66.32,2.0
36,1210.0,2020-04-07 15:15:00+05:30,1211.75,1200.0,1204.2,1370662,75.2173638215976,1200.7,2.1984761674428768,1215.3144017441218,1180.7899999999995,1146.2655982558772,69.05,3.0
37,1210.0,2020-04-07 15:25:00+05:30,1211.85,1210.0,1210.0,388998,75.2173638215976,1204.25,0.0,1218.2730385575717,1183.4999999999995,1148.7269614424274,69.55,0.0
38,1174.15,2020-04-08 09:15:00+05:30,1192.2,1161.65,1180.0,1553031,45.7165257560166,1202.0571428571427,-29.500838065581,1217.4489893721413,1184.2374999999997,1151.026010627858,66.42,-3.0
39,1174.5,2020-04-08 09:25:00+05:30,1187.0,1173.0,1174.65,1018061,45.939451518403715,1197.8428571428572,0.22292576238711348,1216.9386587255715,1184.7649999999996,1152.5913412744278,64.35,-2.0
40,1195.8,2020-04-08 09:35:00+05:30,1197.85,1165.5,1173.65,1126759,57.40401519748699,1197.1714285714284,11.464563679083277,1217.1666813261847,1186.4299999999996,1155.6933186738145,61.47,-3.0
41,1224.0,2020-04-08 09:45:00+05:30,1226.0,1196.0,1196.0,1482609,67.29335445713514,1199.0285714285712,9.889339259648146,1222.6753039204928,1189.3799999999997,1156.0846960795066,66.59,5.0
42,1214.1,2020-04-08 09:55:00+05:30,1225.0,1205.7,1224.7,720022,61.86331976928084,1200.3642857142856,-5.430034687854295,1224.8718207056413,1191.8049999999996,1158.738179294358,66.13,-0.0
43,1214.7,2020-04-08 10:05:00+05:30,1215.55,1207.7,1214.0,340877,62.06311853135332,1201.0357142857142,0.1997987620724757,1227.3439199837087,1193.8099999999997,1160.2760800162907,67.07,1.0
44,1225.0,2020-04-08 10:15:00+05:30,1228.6,1211.35,1214.65,669327,65.41302826265024,1203.1785714285713,3.3499097312969255,1231.5523982406967,1196.1699999999996,1160.7876017593026,70.76,4.0
45,1213.55,2020-04-08 10:25:00+05:30,1229.0,1211.0,1225.7,596922,59.15919005333945,1208.8071428571427,-6.253838209310793,1232.8446886991887,1198.0824999999998,1163.3203113008108,69.52,-1.0
46,1209.4,2020-04-08 10:35:00+05:30,1218.5,1208.1,1213.1,512776,57.03095154203518,1213.792857142857,-2.128238511304268,1233.3291572669289,1199.7024999999999,1166.0758427330709,67.25,-2.0
47,1197.7,2020-04-08 10:45:00+05:30,1213.0,1187.1,1209.4,920492,51.415151375580244,1214.064285714286,-5.615800166454939,1232.5817886126665,1200.77,1168.9582113873334,63.62,-4.0
48,1202.7,2020-04-08 10:55:00+05:30,1213.3,1192.25,1197.8,696296,53.521461508057236,1211.0214285714287,2.1063101324769917,1232.0728719455153,1201.955,1171.8371280544845,60.24,-3.0
49,1201.25,2020-04-08 11:05:00+05:30,1204.95,1197.05,1202.1,364214,52.80648559775048,1209.1857142857145,-0.7149759103067552,1231.1402674777025,1203.0875,1175.0347325222976,56.11,-4.0
50,1208.4,2020-04-08 11:15:00+05:30,1210.0,1195.25,1200.5,498843,55.93259145385544,1208.2857142857142,3.1261058561049566,1231.0729673777441,1204.25,1177.4270326222559,53.65,-2.0
51,1202.4,2020-04-08 11:25:00+05:30,1209.0,1200.15,1208.35,303500,52.773466014504756,1205.0571428571427,-3.1591254393506816,1230.8302615077205,1204.895,1178.9597384922795,51.87,-2.0
52,1192.8,2020-04-08 11:35:00+05:30,1202.5,1192.8,1202.4,523412,48.09300620604969,1202.0928571428572,-4.680459808455069,1230.8292714761662,1204.335,1177.8407285238338,52.99,1.0
53,1189.0,2020-04-08 11:45:00+05:30,1194.8,1176.7,1192.55,1072060,46.34100112767411,1199.1785714285713,-1.752005078375575,1231.090676807152,1203.76,1176.429323192848,54.66,2.0
54,1197.25,2020-04-08 11:55:00+05:30,1202.55,1185.2,1188.4,728601,50.55264406766732,1199.1142857142856,4.211642939993212,1230.3280059623428,1203.0725,1175.8169940376572,54.51,-0.0
55,1193.65,2020-04-08 12:05:00+05:30,1198.6,1189.1,1197.2,416913,48.75437047042844,1197.8214285714282,-1.7982735972388824,1230.0795119004429,1202.5175000000002,1174.9554880995574,55.12,1.0
56,1188.8,2020-04-08 12:15:00+05:30,1195.0,1187.0,1193.9,312233,46.36163568453243,1196.0428571428567,-2.3927347858960104,1229.4353723655927,1201.4575,1173.4796276344073,55.96,1.0
57,1192.0,2020-04-08 12:25:00+05:30,1195.5,1185.0,1188.8,435680,48.16907165480551,1193.6999999999996,1.807435970273076,1228.5363881875364,1200.5575000000001,1172.5786118124638,55.96,0.0
58,1190.1,2020-04-08 12:35:00+05:30,1192.9,1188.45,1191.8,380045,47.15309001588282,1191.9428571428568,-1.015981638922689,1226.9743574018623,1201.355,1175.7356425981377,51.24,-5.0
59,1191.05,2020-04-08 12:45:00+05:30,1194.0,1187.0,1190.45,571982,47.74654432489908,1191.6928571428568,0.5934543090162592,1225.0734376460628,1202.1825,1179.291562353937,45.78,-5.0
60,1188.85,2020-04-08 12:55:00+05:30,1192.0,1186.0,1191.3,331117,46.44578264802215,1191.6714285714284,-1.300761676876924,1225.3367602924172,1201.8349999999998,1178.3332397075824,47.0,1.0
61,1197.45,2020-04-08 13:05:00+05:30,1204.0,1187.5,1188.8,623916,51.95584828091117,1191.7,5.510065632889017,1221.6151258357302,1200.5075,1179.3998741642697,42.22,-5.0
62,1195.95,2020-04-08 13:15:00+05:30,1199.95,1191.2,1197.15,379855,50.97078994476085,1192.0285714285715,-0.9850583361503169,1219.7876460398854,1199.6,1179.4123539601144,40.38,-2.0
63,1192.95,2020-04-08 13:25:00+05:30,1199.0,1191.5,1196.75,290585,48.971014236969495,1192.6214285714289,-1.9997757077913576,1217.5878595537642,1198.5125,1179.4371404462358,38.15,-2.0
64,1192.75,2020-04-08 13:35:00+05:30,1197.9,1191.05,1193.1,366144,48.83346098769246,1192.7285714285717,-0.13755324927703327,1211.467411358382,1196.9,1182.3325886416183,29.13,-9.0
65,1185.85,2020-04-08 13:45:00+05:30,1193.2,1183.3,1192.75,607931,44.21877417012556,1192.1214285714289,-4.6146868175668985,1208.6098804781461,1195.5149999999999,1182.4201195218536,26.19,-3.0
66,1177.5,2020-04-08 13:55:00+05:30,1187.2,1175.2,1185.85,700867,39.37019629557599,1190.1857142857148,-4.8485778745495764,1207.6495455515726,1193.9199999999998,1180.190454448427,27.46,1.0
67,1183.25,2020-04-08 14:05:00+05:30,1187.15,1175.4,1177.35,459401,43.92959354902984,1189.3857142857146,4.559397253453852,1207.594117841119,1193.1974999999998,1178.8008821588805,28.79,1.0
68,1190.0,2020-04-08 14:15:00+05:30,1193.75,1182.0,1183.25,451159,48.79740609173204,1188.321428571429,4.867812542702204,1206.2995752652143,1192.5624999999998,1178.8254247347852,27.47,-1.0
69,1185.4,2020-04-08 14:25:00+05:30,1190.0,1182.0,1189.7,329036,45.87452932783126,1186.814285714286,-2.9228767639007813,1205.2226616423375,1191.77,1178.3173383576625,26.91,-1.0
70,1188.85,2020-04-08 14:35:00+05:30,1191.7,1183.0,1185.1,362090,48.3722447592911,1186.2285714285715,2.497715431459838,1201.7708171464694,1190.7924999999998,1179.8141828535302,21.96,-5.0
71,1190.1,2020-04-08 14:45:00+05:30,1196.35,1186.85,1188.8,410947,49.28541086598566,1185.8500000000001,0.9131661066945611,1199.6994124019025,1190.1774999999996,1180.6555875980966,19.04,-3.0
72,1187.8,2020-04-08 14:55:00+05:30,1194.5,1187.0,1190.0,430218,47.61652459540736,1186.1285714285714,-1.668886270578298,1199.4220122654049,1189.9274999999996,1180.4329877345942,18.99,-0.0
73,1190.25,2020-04-08 15:05:00+05:30,1194.95,1185.2,1188.0,840100,49.57525646780786,1187.95,1.9587318724004987,1199.475257258672,1189.9899999999996,1180.5047427413272,18.97,-0.0
74,1195.0,2020-04-08 15:15:00+05:30,1197.1,1189.25,1190.15,685377,53.226905220353764,1189.6285714285714,3.6516487525459027,1199.0483620383443,1189.8774999999996,1180.706637961655,18.34,-1.0
75,1196.95,2020-04-08 15:25:00+05:30,1197.95,1194.4,1195.0,240129,54.67794907480638,1190.6214285714286,1.4510438544526139,1199.609343784657,1190.0424999999996,1180.475656215342,19.13,1.0
76,1208.75,2020-04-09 09:15:00+05:30,1220.35,1205.4,1214.0,1010047,62.29979584138099,1193.957142857143,7.621846766574613,1203.7162770559828,1191.0399999999995,1178.3637229440162,25.35,6.0
77,1209.65,2020-04-09 09:25:00+05:30,1212.25,1205.0,1208.5,381588,62.81346274439108,1196.9285714285713,0.5136669030100904,1207.0924313047067,1191.9224999999997,1176.7525686952927,30.34,5.0
78,1206.0,2020-04-09 09:35:00+05:30,1216.0,1206.0,1210.3,399623,59.28551980566762,1199.2,-3.527942938723463,1209.10309299796,1192.7174999999997,1176.3319070020395,32.77,2.0
79,1196.75,2020-04-09 09:45:00+05:30,1209.1,1194.6,1206.0,592735,51.405741542782486,1200.4785714285715,-7.879778262885132,1209.4640812695743,1193.0024999999998,1176.5409187304253,32.92,0.0
80,1199.15,2020-04-09 09:55:00+05:30,1203.0,1193.1,1197.5,520395,53.14581640035527,1201.75,1.740074857572786,1210.0762717253638,1193.5175,1176.958728274636,33.12,0.0
81,1199.0,2020-04-09 10:05:00+05:30,1200.0,1195.0,1199.5,256836,53.0180339263996,1202.3214285714287,-0.12778247395566922,1210.245522356278,1193.5949999999998,1176.9444776437217,33.3,0.0
82,1202.25,2020-04-09 10:15:00+05:30,1206.35,1198.95,1198.95,407465,55.51380232758785,1203.0785714285714,2.4957684011882435,1210.9811699102709,1193.9099999999999,1176.8388300897288,34.14,1.0
83,1198.1,2020-04-09 10:25:00+05:30,1205.0,1197.0,1202.2,347042,51.73457189085571,1201.5571428571427,-3.779230436732135,1211.3328038975374,1194.1674999999998,1177.0021961024622,34.33,0.0
84,1200.65,2020-04-09 10:35:00+05:30,1203.4,1197.0,1198.0,183040,53.81512560664165,1200.2714285714285,2.080553715785939,1211.9525720315712,1194.5624999999998,1177.1724279684283,34.78,0.0
85,1199.0,2020-04-09 10:45:00+05:30,1204.3,1195.1,1201.0,377786,52.24576653289117,1199.2714285714285,-1.5693590737504834,1212.212921126785,1195.2199999999998,1178.2270788732146,33.99,-1.0
86,1209.8,2020-04-09 10:55:00+05:30,1214.5,1199.0,1199.0,678391,60.388399348558906,1201.1357142857141,8.142632815667739,1212.848287245945,1196.8349999999998,1180.8217127540547,32.03,-2.0
87,1217.9,2020-04-09 11:05:00+05:30,1219.0,1208.2,1208.2,797071,65.18336707382545,1203.8142857142855,4.794967725266545,1215.8403650901105,1198.5674999999999,1181.2946349098893,34.55,3.0
88,1219.45,2020-04-09 11:15:00+05:30,1223.35,1214.3,1217.95,835225,66.03075172859138,1206.7357142857143,0.847384654765932,1219.1600253248048,1200.04,1180.9199746751951,38.24,4.0
89,1225.75,2020-04-09 11:25:00+05:30,1232.65,1219.85,1220.0,937687,69.30121004640033,1210.0928571428572,3.270458317808945,1223.0925653358706,1202.0575,1181.0224346641292,42.07,4.0
90,1222.45,2020-04-09 11:35:00+05:30,1230.0,1221.25,1225.75,393091,65.73133348920972,1213.5714285714287,-3.569876557190611,1225.6786623498688,1203.7375,1181.7963376501311,43.88,2.0
91,1228.75,2020-04-09 11:45:00+05:30,1229.2,1221.55,1222.45,325058,69.01305986251505,1217.5857142857144,3.2817263733053323,1229.2972456465468,1205.67,1182.0427543534533,47.25,3.0
92,1223.4,2020-04-09 11:55:00+05:30,1229.0,1222.15,1228.6,264256,63.45563884972425,1221.0714285714287,-5.5574210127907975,1230.770738455406,1207.4500000000003,1184.1292615445946,46.64,-1.0
93,1224.7,2020-04-09 12:05:00+05:30,1225.5,1220.0,1223.35,355268,64.2098276161122,1223.2000000000003,0.7541887663879407,1232.2317024100935,1209.1725000000001,1186.1132975899068,46.12,-1.0
94,1221.4,2020-04-09 12:15:00+05:30,1227.0,1220.65,1224.7,239349,60.78072237970969,1223.7000000000003,-3.4291052364025063,1233.1548098883122,1210.4925000000003,1187.8301901116884,45.32,-1.0
95,1223.4,2020-04-09 12:25:00+05:30,1224.5,1220.0,1221.35,198002,62.101712691568565,1224.2642857142857,1.3209903118588784,1234.2355286570896,1211.8150000000003,1189.394471342911,44.84,-0.0
96,1225.2,2020-04-09 12:35:00+05:30,1226.0,1222.0,1223.3,254779,63.299819230929714,1224.1857142857145,1.1981065393611487,1235.7799166276698,1212.6375000000003,1189.4950833723308,46.28,1.0
