,close,date,high,low,open,volume,RSI_14,sma_7,RSI_Trend,ub,mb,lb,band_diff,band_diff_trend,band_diff_trend_fited
65,178.3,2020-04-08 13:45:00+05:30,179.15,177.5,179.15,1216242,40.90515655504733,179.36428571428567,-4.198407558799737,181.8388301072165,179.87749999999997,177.91616989278344,3.92,0.0,5.0
66,177.2,2020-04-08 13:55:00+05:30,178.3,177.1,178.3,649281,35.94997363008605,179.0071428571428,-4.955182924961278,182.02940968213477,179.73499999999996,177.44059031786514,4.59,1.0,7.5
67,177.8,2020-04-08 14:05:00+05:30,178.25,176.75,177.25,802991,40.20488562431869,178.7142857142857,4.254911994232643,182.1033806151002,179.65249999999997,177.20161938489974,4.9,0.0,5.0
68,178.4,2020-04-08 14:15:00+05:30,178.8,177.65,177.85,645496,44.19709028360171,178.5285714285714,3.9922046592830185,182.111351103073,179.59749999999997,177.08364889692695,5.03,0.0,5.0
69,178.45,2020-04-08 14:25:00+05:30,178.7,177.8,178.45,567343,44.52945351903353,178.4,0.33236323543182067,182.09976119746074,179.53499999999997,176.9702388025392,5.13,0.0,5.0
70,178.95,2020-04-08 14:35:00+05:30,179.35,178.35,178.45,602868,47.8729723835182,178.31428571428572,3.343518864484672,181.87466875009602,179.42249999999996,176.9703312499039,4.9,-0.0,5.0
71,178.7,2020-04-08 14:45:00+05:30,179.4,178.35,178.95,544515,46.36804747775925,178.2571428571429,-1.5049249057589549,180.84629149707257,179.19249999999994,177.5387085029273,3.31,-2.0,0.0
72,178.85,2020-04-08 14:55:00+05:30,179.75,178.7,178.75,862284,47.43575138225448,178.33571428571432,1.0677039044952323,180.75009328392807,179.13499999999993,177.5199067160718,3.23,-0.0,5.0
73,178.6,2020-04-08 15:05:00+05:30,178.95,178.3,178.85,840549,45.79924037550479,178.53571428571428,-1.6365110067496929,180.740152024033,179.10749999999993,177.47484797596687,3.27,0.0,5.0
74,178.3,2020-04-08 15:15:00+05:30,178.9,178.0,178.5,932446,43.844477963898605,178.60714285714286,-1.9547624116061826,180.5979187559062,179.01249999999996,177.42708124409373,3.17,-0.0,5.0
75,178.6,2020-04-08 15:25:00+05:30,178.9,178.05,178.3,412705,46.31219867745841,178.63571428571427,2.4677207135598067,180.53290893098787,178.96249999999995,177.39209106901203,3.14,-0.0,5.0
76,182.65,2020-04-09 09:15:00+05:30,184.0,180.1,184.0,2248532,67.24124318325066,179.23571428571427,20.92904450579225,181.36797852409504,179.10749999999996,176.84702147590488,4.52,1.0,7.5
77,183.25,2020-04-09 09:25:00+05:30,183.5,181.7,182.6,2293840,69.1593725669567,179.84999999999997,1.9181293837060451,182.14764204713742,179.25749999999996,176.3673579528625,5.78,1.0,7.5
78,182.9,2020-04-09 09:35:00+05:30,183.35,182.55,183.25,1035397,66.7057092520055,180.45,-2.4536633149512,182.7227504870536,179.40999999999997,176.09724951294635,6.63,1.0,7.5
79,181.75,2020-04-09 09:45:00+05:30,183.15,181.6,182.75,1514901,59.265572949377635,180.8642857142857,-7.44013630262787,182.9859898270972,179.5125,176.03901017290278,6.95,0.0,5.0
80,182.85,2020-04-09 09:55:00+05:30,183.0,181.0,181.7,2961423,63.463408692648436,181.47142857142856,4.197835743270801,183.44290306957092,179.66249999999997,175.88209693042901,7.56,1.0,7.5
81,182.4,2020-04-09 10:05:00+05:30,182.95,182.2,182.85,1009109,60.70722158004925,182.05714285714288,-2.7561871125991857,183.771424879432,179.79749999999999,175.82357512056797,7.95,0.0,5.0
82,182.5,2020-04-09 10:15:00+05:30,183.0,182.25,182.35,1474905,61.11140613389123,182.61428571428573,0.40418455384197927,184.10024458042938,179.95499999999998,175.8097554195706,8.29,0.0,5.0
83,182.6,2020-04-09 10:25:00+05:30,183.0,182.1,182.65,733812,61.537484361675936,182.60714285714286,0.42607822778470705,184.41138747162626,180.1075,175.80361252837372,8.61,0.0,5.0
84,182.65,2020-04-09 10:35:00+05:30,182.9,182.3,182.6,804103,61.763066570677076,182.52142857142857,0.22558220900113923,184.7051809917695,180.285,175.86481900823048,8.84,0.0,5.0
85,182.25,2020-04-09 10:45:00+05:30,182.85,182.25,182.65,1463970,58.792340683933595,182.42857142857142,-2.9707258867434803,184.88217403098773,180.4825,176.08282596901225,8.8,-0.0,5.0
86,182.15,2020-04-09 10:55:00+05:30,182.4,181.85,182.25,1423636,58.040732830818094,182.4857142857143,-0.7516078531155017,184.90327335868574,180.73,176.55672664131424,8.35,-0.0,5.0
87,182.7,2020-04-09 11:05:00+05:30,182.7,182.0,182.05,682137,60.99429465980362,182.46428571428575,2.953561828985528,184.99658648977453,180.97499999999997,176.9534135102254,8.04,-0.0,5.0
88,182.6,2020-04-09 11:15:00+05:30,183.0,182.3,182.6,674366,60.16504667648278,182.49285714285716,-0.8292479833208404,185.07697555031,181.18499999999997,177.29302444968994,7.78,-0.0,5.0
89,183.0,2020-04-09 11:25:00+05:30,183.0,182.25,182.55,543043,62.368919711296954,182.56428571428572,2.2038730348141726,185.16060478424558,181.41249999999997,177.66439521575435,7.5,-0.0,5.0
90,182.85,2020-04-09 11:35:00+05:30,183.5,182.65,182.95,809750,61.005875711664494,182.6,-1.3630439996324597,185.2195084804937,181.6075,177.9954915195063,7.22,-0.0,5.0
91,184.4,2020-04-09 11:45:00+05:30,184.5,182.75,182.75,1619822,68.63411519769136,182.85,7.628239486026864,185.4374407982586,181.89249999999998,178.34755920174138,7.09,-0.0,5.0
92,184.2,2020-04-09 11:55:00+05:30,185.3,184.05,184.4,1793930,66.8177630146559,183.12857142857143,-1.8163521830354625,185.54193342397676,182.16,178.77806657602324,6.76,-0.0,5.0
93,184.85,2020-04-09 12:05:00+05:30,185.0,184.05,184.15,892595,69.63071685710383,183.5142857142857,2.8129538424479392,185.61599369835213,182.4725,179.32900630164787,6.29,-0.0,5.0
94,184.35,2020-04-09 12:15:00+05:30,184.9,184.3,184.85,986435,65.06169092952085,183.74999999999997,-4.5690259275829845,185.33881705562965,182.77499999999998,180.2111829443703,5.13,-1.0,2.5
95,184.65,2020-04-09 12:25:00+05:30,185.0,184.3,184.3,782218,66.48279689041786,184.04285714285714,1.421105960897009,184.8826024172724,183.0775,181.27239758272756,3.61,-2.0,0.0
96,184.65,2020-04-09 12:35:00+05:30,185.35,184.35,184.6,886551,66.48279689041786,184.27857142857144,0.0,185.1006210926103,183.17749999999998,181.25437890738965,3.85,0.0,5.0
97,185.05,2020-04-09 12:45:00+05:30,185.1,184.5,184.55,831254,68.4661914115854,184.59285714285716,1.98339452116754,185.3654375837388,183.26749999999998,181.16956241626116,4.2,0.0,5.0
98,185.15,2020-04-09 12:55:00+05:30,185.25,184.5,185.0,796385,68.9607046064076,184.70000000000002,0.4945131948222041,185.6307074911074,183.38,181.1292925088926,4.5,0.0,5.0
99,184.7,2020-04-09 13:05:00+05:30,185.25,184.45,185.2,1154713,64.09002987210411,184.77142857142857,-4.870674734303492,185.7141761606556,183.52749999999997,181.34082383934435,4.37,-0.0,5.0
100,184.9,2020-04-09 13:15:00+05:30,184.95,184.5,184.8,1211269,65.26429384171125,184.77857142857147,1.1742639696071393,185.87438480610953,183.63,181.38561519389046,4.49,0.0,5.0
101,184.75,2020-04-09 13:25:00+05:30,185.0,184.5,184.85,854406,63.58490725354359,184.83571428571435,-1.6793865881676595,185.96666888188267,183.7475,181.52833111811734,4.44,-0.0,5.0
102,184.5,2020-04-09 13:35:00+05:30,184.85,184.5,184.75,722599,60.777834354167936,184.81428571428575,-2.8070728993756546,186.00948617260306,183.8475,181.68551382739693,4.32,-0.0,5.0
103,184.6,2020-04-09 13:45:00+05:30,184.8,184.35,184.5,1078176,61.50980627408127,184.80714285714288,0.7319719199133345,186.05074936579982,183.9475,181.84425063420016,4.21,-0.0,5.0
104,184.15,2020-04-09 13:55:00+05:30,184.7,183.4,184.6,1118972,56.40825007157276,184.67857142857147,-5.101556202508512,186.0360004868454,184.02249999999998,182.00899951315455,4.03,-0.0,5.0
105,184.1,2020-04-09 14:05:00+05:30,184.5,183.8,184.15,647662,55.853938060316786,184.52857142857144,-0.5543120112559734,185.94748465205043,184.11499999999998,182.28251534794953,3.66,-0.0,5.0
106,184.0,2020-04-09 14:15:00+05:30,184.15,183.95,184.05,678216,54.69626999827455,184.42857142857142,-1.1576680620422337,185.792387510536,184.20749999999998,182.62261248946396,3.17,-0.0,5.0
107,184.4,2020-04-09 14:25:00+05:30,184.45,184.0,184.0,672186,58.409635153656794,184.35714285714286,3.7133651553822418,185.71053236545367,184.2925,182.8744676345463,2.84,-0.0,5.0
108,185.0,2020-04-09 14:35:00+05:30,185.15,184.35,184.45,1110037,63.272587093497926,184.39285714285714,4.862951939841132,185.61769707931958,184.4125,183.2073029206804,2.41,-0.0,5.0
109,184.5,2020-04-09 14:45:00+05:30,185.2,184.5,185.0,910544,57.26374950270496,184.39285714285714,-6.0088375907929645,185.49268393184659,184.4875,183.48231606815344,2.01,-0.0,5.0
110,185.1,2020-04-09 14:55:00+05:30,185.2,184.25,184.45,830097,61.935320758105824,184.46428571428572,4.671571255400863,185.28671606022345,184.6,183.91328393977653,1.37,-1.0,2.5
111,185.0,2020-04-09 15:05:00+05:30,186.25,184.95,185.0,1449861,60.74352997991964,184.58571428571426,-1.1917907781861814,185.33217706568882,184.63,183.92782293431117,1.4,0.0,5.0
112,185.3,2020-04-09 15:15:00+05:30,185.4,184.95,185.0,1369153,63.041188901694426,184.75714285714284,2.297658921774783,185.41704831592082,184.685,183.95295168407918,1.46,0.0,5.0
113,184.85,2020-04-09 15:25:00+05:30,185.45,184.8,185.3,405500,57.59566057968331,184.8785714285714,-5.445528322011114,185.41704831592082,184.685,183.95295168407918,1.46,0.0,5.0
114,183.1,2020-04-13 09:15:00+05:30,184.85,182.1,184.5,792417,42.29487859406368,184.6928571428571,-15.30078198561963,185.63477986560844,184.6225,183.61022013439157,2.02,1.0,7.5
115,182.55,2020-04-13 09:25:00+05:30,183.25,182.5,183.0,621826,38.80565938308582,184.3428571428571,-3.489219210977865,185.88950391283794,184.5175,183.1454960871621,2.74,1.0,7.5
116,182.8,2020-04-13 09:35:00+05:30,183.45,182.55,182.55,556478,41.18096959564303,184.09999999999994,2.37531021255721,185.9946127581435,184.425,182.85538724185653,3.14,0.0,5.0
117,182.65,2020-04-13 09:45:00+05:30,183.2,182.55,182.75,554170,40.17338065939348,183.74999999999997,-1.0075889362495474,186.03245629848007,184.305,182.57754370151994,3.45,0.0,5.0
118,183.55,2020-04-13 09:55:00+05:30,183.65,182.5,182.6,570517,48.34056581160138,183.54285714285712,8.1671851522079,185.93580159728234,184.22500000000002,182.5141984027177,3.42,-0.0,5.0
119,183.5,2020-04-13 10:05:00+05:30,184.55,183.35,183.7,485831,47.948941950105045,183.28571428571425,-0.39162386149633477,185.88977305906133,184.16500000000002,182.44022694093871,3.45,0.0,5.0
120,183.25,2020-04-13 10:15:00+05:30,183.7,183.0,183.5,238581,45.94471160424274,183.05714285714285,-2.004230345862304,185.8170634973435,184.08250000000004,182.34793650265658,3.47,0.0,5.0
121,183.15,2020-04-13 10:25:00+05:30,183.5,183.0,183.25,403362,45.13207095580846,183.06428571428572,-0.8126406484342823,185.7549343970004,184.00250000000003,182.25006560299965,3.5,0.0,5.0
122,183.8,2020-04-13 10:35:00+05:30,184.2,182.85,183.2,541360,51.17692948424279,183.24285714285716,6.044858528434332,185.70600359126541,183.96750000000003,182.22899640873464,3.48,-0.0,5.0
123,183.75,2020-04-13 10:45:00+05:30,184.0,183.35,183.8,320289,50.71408245941153,183.37857142857143,-0.4628470248312624,185.63979628988116,183.92500000000004,182.21020371011892,3.43,-0.0,5.0
124,183.8,2020-04-13 10:55:00+05:30,183.95,183.5,183.75,376952,51.18948481128196,183.54285714285714,0.4754023518704287,185.61976996149946,183.90750000000006,182.19523003850065,3.42,-0.0,5.0
125,184.05,2020-04-13 11:05:00+05:30,184.25,183.8,183.8,383702,53.59947915376765,183.6142857142857,2.409994342485696,185.61623224299757,183.90500000000006,182.19376775700255,3.42,0.0,5.0
126,184.3,2020-04-13 11:15:00+05:30,184.6,183.95,184.1,666948,55.942146629241186,183.72857142857143,2.342667475473533,185.63997552002186,183.92000000000007,182.20002447997828,3.44,0.0,5.0
127,185.35,2020-04-13 11:25:00+05:30,185.35,184.15,184.4,648001,64.13281065240932,184.0285714285714,8.190664023168132,185.79255227034034,183.96750000000006,182.14244772965978,3.65,0.0,5.0
128,185.6,2020-04-13 11:35:00+05:30,186.6,185.0,185.3,931835,65.76475237202584,184.37857142857138,1.6319417196165205,185.91156841433047,183.99750000000006,182.08343158566964,3.83,0.0,5.0
129,185.1,2020-04-13 11:45:00+05:30,186.3,185.0,185.6,468567,59.89508902212064,184.56428571428566,-5.869663349905203,185.99285118061854,184.02750000000006,182.06214881938158,3.93,0.0,5.0
130,184.7,2020-04-13 11:55:00+05:30,185.5,184.5,185.05,503515,55.61834976243629,184.69999999999996,-4.276739259684348,185.93466726939081,184.00750000000005,182.08033273060929,3.85,-0.0,5.0
131,185.05,2020-04-13 12:05:00+05:30,185.25,184.55,184.7,298588,58.416284534260576,184.87857142857138,2.7979347718242877,185.9427101233898,184.01000000000005,182.0772898766103,3.87,0.0,5.0
132,185.2,2020-04-13 12:15:00+05:30,185.4,184.9,185.05,276793,59.592018839655324,185.04285714285712,1.175734305394748,185.92412809149877,184.00500000000005,182.08587190850133,3.84,-0.0,5.0
133,184.6,2020-04-13 12:25:00+05:30,185.25,184.35,185.25,540088,53.1220073497985,185.08571428571423,-6.470011489856823,185.89160643808043,183.99250000000004,182.09339356191964,3.8,-0.0,5.0
134,184.05,2020-04-13 12:35:00+05:30,184.8,184.0,184.6,345411,47.9795655309996,184.89999999999995,-5.1424418187989005,185.8920543359088,184.04000000000005,182.1879456640913,3.7,-0.0,5.0
135,183.75,2020-04-13 12:45:00+05:30,184.3,183.5,184.05,596264,45.398046544076834,184.63571428571427,-2.5815189869227666,185.8219939482749,184.10000000000005,182.3780060517252,3.44,-0.0,5.0
136,183.6,2020-04-13 12:55:00+05:30,183.9,183.5,183.75,393612,44.119821143412224,184.42142857142855,-1.2782254006646099,185.7695301227818,184.14000000000004,182.5104698772183,3.26,-0.0,5.0
137,182.9,2020-04-13 13:05:00+05:30,183.95,182.9,183.6,429811,38.65068276149194,184.16428571428568,-5.469138381920281,185.73712182106334,184.15250000000003,182.56787817893672,3.17,-0.0,5.0
138,182.55,2020-04-13 13:15:00+05:30,183.65,182.55,182.9,333975,36.23224403036513,183.80714285714285,-2.4184387311268125,185.82433347810303,184.10250000000002,182.380666521897,3.44,0.0,5.0
139,182.7,2020-04-13 13:25:00+05:30,183.15,182.1,182.6,491405,38.02211838498905,183.45,1.7898743546239189,185.87789469392678,184.06250000000003,182.24710530607328,3.63,0.0,5.0
140,183.05,2020-04-13 13:35:00+05:30,183.1,182.35,182.65,280884,42.1055019189108,183.22857142857143,4.083383533921747,185.8888221251646,184.05250000000004,182.21617787483547,3.67,0.0,5.0
141,182.6,2020-04-13 13:45:00+05:30,183.35,182.35,183.05,305670,38.58554582792807,183.02142857142854,-3.519956090982724,185.93329215461603,184.02500000000003,182.11670784538404,3.82,0.0,5.0
142,182.75,2020-04-13 13:55:00+05:30,183.15,182.5,182.5,247429,40.37487854395834,182.8785714285714,1.7893327160302661,185.9628649493446,183.97250000000003,181.98213505065544,3.98,0.0,5.0
143,182.0,2020-04-13 14:05:00+05:30,183.0,181.55,182.85,514584,34.899715237258036,182.65,-5.475163306700303,186.0616947420345,183.88500000000002,181.70830525796555,4.35,0.0,5.0
144,182.15,2020-04-13 14:15:00+05:30,182.3,181.55,181.95,282885,36.74719759183368,182.54285714285714,1.8474823545756465,186.11367992194022,183.8025,181.4913200780598,4.62,0.0,5.0
145,182.95,2020-04-13 14:25:00+05:30,183.0,182.15,182.15,340113,45.61226065997563,182.6,8.86506306814195,186.08607243903887,183.7475,181.40892756096113,4.68,0.0,5.0
146,182.95,2020-04-13 14:35:00+05:30,183.15,182.65,182.95,340712,45.61226065997563,182.6357142857143,0.0,186.02933361212348,183.67999999999998,181.33066638787648,4.7,0.0,5.0
