,close,date,high,low,open,volume,RSI_14,sma_7,RSI_Trend,ub,mb,lb,ub_tren,lb_tren,3_ub_point,3_lb_point,divergence_angle,divergence_col
15,1202.4,2020-04-13 11:45:00+05:30,1203.0,1194.5,1195.0,381943,20.354252375207864,1193.071428571429,5.4414942371593185,,,,,,"nan,nan,nan","nan,nan,nan",,
16,1195.0,2020-04-13 11:55:00+05:30,1206.4,1195.0,1201.85,334342,19.042752838531484,1193.3571428571431,-1.3114995366763793,,,,,,"nan,nan,nan","nan,nan,nan",,
17,1199.45,2020-04-13 12:05:00+05:30,1201.2,1195.0,1195.0,136718,22.285607016924388,1195.1785714285718,3.2428541783929035,,,,,,"nan,nan,nan","nan,nan,nan",,
18,1195.0,2020-04-13 12:15:00+05:30,1200.5,1195.0,1199.0,126259,21.36401389848703,1196.0357142857144,-0.9215931184373574,,,,,,"nan,nan,nan","nan,nan,nan",,
19,1192.5,2020-04-13 12:25:00+05:30,1196.5,1190.0,1195.0,263585,20.842542923212434,1195.9785714285717,-0.5214709752745961,1204.6038248398463,1191.6875000000002,1178.7711751601541,,,"nan,nan,1204.6038248398463","nan,nan,1178.7711751601541",,
20,1191.3,2020-04-13 12:35:00+05:30,1193.6,1190.3,1192.0,131558,20.582839013902543,1195.8071428571432,-0.2597039093098914,1201.6583763412693,1190.9075,1180.1566236587307,-3.0,1.0,"nan,1204.6038248398463,1201.6583763412693","nan,1178.7711751601541,1180.1566236587307",,
21,1191.0,2020-04-13 12:45:00+05:30,1193.95,1188.0,1191.3,210279,20.51402082064331,1195.2357142857145,-0.06881819325923288,1201.6796095400325,1190.93,1180.1803904599676,0.0,0.0,"1204.6038248398463,1201.6583763412693,1201.6796095400325","1178.7711751601541,1180.1566236587307,1180.1803904599676",24.115092976437637,
22,1193.55,2020-04-13 12:55:00+05:30,1195.0,1189.0,1191.15,165979,22.874496924442226,1193.9714285714288,2.3604761037989164,1201.899825879066,1191.26,1180.620174120934,0.0,0.0,"1201.6583763412693,1201.6796095400325,1201.899825879066","1180.1566236587307,1180.1803904599676,1180.620174120934",3.3410534766972546,
23,1187.0,2020-04-13 13:05:00+05:30,1195.5,1186.0,1193.5,261376,21.138056318108795,1192.8285714285716,-1.7364406063334314,1201.1970873272692,1191.5825,1181.9679126727308,-1.0,1.0,"1201.6796095400325,1201.899825879066,1201.1970873272692","1180.1803904599676,1180.620174120934,1181.9679126727308",10.261597199223672,
24,1182.4,2020-04-13 13:15:00+05:30,1186.55,1182.1,1186.2,353050,19.99035194351113,1190.392857142857,-1.1477043745976658,1201.5932195006683,1191.3875000000003,1181.1817804993323,0.0,-1.0,"1201.899825879066,1201.1970873272692,1201.5932195006683","1180.620174120934,1181.9679126727308,1181.1817804993323",18.285719654063968,
25,1182.95,2020-04-13 13:25:00+05:30,1185.5,1180.5,1182.4,235869,20.545835481341427,1188.6714285714286,0.5554835378302982,1201.8944156603245,1191.2000000000003,1180.505584339676,0.0,-1.0,"1201.1970873272692,1201.5932195006683,1201.8944156603245","1181.9679126727308,1181.1817804993323,1180.505584339676",0.9878062437140613,
26,1186.05,2020-04-13 13:35:00+05:30,1186.85,1180.6,1182.95,194908,23.75877383452746,1187.75,3.2129383531860327,1201.6088793348524,1191.3625000000002,1181.116120665148,-0.0,1.0,"1201.5932195006683,1201.8944156603245,1201.6088793348524","1181.1817804993323,1180.505584339676,1181.116120665148",10.545813622525543,
27,1188.55,2020-04-13 13:45:00+05:30,1190.65,1185.2,1186.1,248216,26.34548593288605,1187.357142857143,2.586712098358589,1201.516522721998,1191.4900000000002,1181.4634772780025,-0.0,0.0,"1201.8944156603245,1201.6088793348524,1201.516522721998","1180.505584339676,1181.116120665148,1181.4634772780025",2.429507638116206,
28,1187.2,2020-04-13 13:55:00+05:30,1189.5,1186.1,1188.55,122250,25.83573562472344,1186.814285714286,-0.5097503081626087,1201.3257196086295,1191.1725000000001,1181.0192803913708,-0.0,-0.0,"1201.6088793348524,1201.516522721998,1201.3257196086295","1181.116120665148,1181.4634772780025,1181.0192803913708",4.916722921334014,
29,1183.95,2020-04-13 14:05:00+05:30,1188.2,1182.0,1187.55,199438,24.601637819141104,1185.4428571428575,-1.234097805582337,1201.3268200502766,1190.7200000000003,1180.1131799497239,0.0,-1.0,"1201.516522721998,1201.3257196086295,1201.3268200502766","1181.4634772780025,1181.0192803913708,1180.1131799497239",3.5527361736374417,
30,1190.2,2020-04-13 14:15:00+05:30,1193.05,1182.25,1183.95,316054,31.389040005120506,1185.9000000000003,6.787402185979403,1201.336763311464,1190.8950000000002,1180.4532366885364,0.0,0.0,"1201.3257196086295,1201.3268200502766,1201.336763311464","1181.0192803913708,1180.1131799497239,1180.4532366885364",6.996773877285392,
31,1190.4,2020-04-13 14:25:00+05:30,1193.15,1189.0,1190.2,354537,31.601229865166758,1187.0428571428577,0.2121898600462515,1201.3719865196924,1190.9650000000004,1180.5580134803083,0.0,0.0,"1201.3268200502766,1201.336763311464,1201.3719865196924","1180.1131799497239,1180.4532366885364,1180.5580134803083",1.310328491700659,
32,1193.9,2020-04-13 14:35:00+05:30,1193.9,1187.55,1190.0,222627,35.36826504965178,1188.6071428571431,3.7670351844850245,1201.4706255318927,1191.0150000000003,1180.559374468108,0.0,0.0,"1201.336763311464,1201.3719865196924,1201.4706255318927","1180.4532366885364,1180.5580134803083,1180.559374468108",0.7737228286127333,
33,1191.0,2020-04-13 14:45:00+05:30,1195.0,1189.05,1193.55,301231,33.71156118307779,1189.3142857142861,-1.6567038665739915,1201.3722677556857,1190.9400000000003,1180.5077322443149,-0.0,-0.0,"1201.3719865196924,1201.4706255318927,1201.3722677556857","1180.5580134803083,1180.559374468108,1180.5077322443149",1.250484641753502,
34,1189.35,2020-04-13 14:55:00+05:30,1193.15,1188.6,1190.9,313618,32.77099073339713,1189.428571428572,-0.9405704496806635,1200.931651264729,1190.6575000000003,1180.3833487352715,-0.0,-0.0,"1201.4706255318927,1201.3722677556857,1200.931651264729","1180.559374468108,1180.5077322443149,1180.3833487352715",2.1947350399452716,
35,1186.8,2020-04-13 15:05:00+05:30,1191.0,1186.0,1189.35,383855,31.316769951727835,1189.3714285714289,-1.4542207816692923,1198.6581890390216,1189.8775,1181.0968109609785,-2.0,1.0,"1201.3722677556857,1200.931651264729,1198.6581890390216","1180.5077322443149,1180.3833487352715,1181.0968109609785",14.903957192808036,
36,1190.3,2020-04-13 15:15:00+05:30,1191.8,1186.0,1187.0,402229,35.544555323181385,1190.2785714285715,4.22778537145355,1198.091247960808,1189.6425000000002,1181.1937520391923,-1.0,0.0,"1200.931651264729,1198.6581890390216,1198.091247960808","1180.3833487352715,1181.0968109609785,1181.1937520391923",12.912960693895258,
37,1192.8,2020-04-13 15:25:00+05:30,1192.8,1189.75,1190.35,175280,38.458536155056244,1190.6499999999999,2.9139808318748592,1196.5739412239675,1189.31,1182.0460587760324,-2.0,1.0,"1198.6581890390216,1198.091247960808,1196.5739412239675","1181.0968109609785,1181.1937520391923,1182.0460587760324",9.52135236070427,
38,1220.0,2020-04-15 09:15:00+05:30,1225.0,1197.05,1197.05,1317818,59.76927540233065,1194.8785714285714,21.310739247274405,1205.9762115627466,1190.56,1175.1437884372533,9.0,-7.0,"1198.091247960808,1196.5739412239675,1205.9762115627466","1181.1937520391923,1182.0460587760324,1175.1437884372533",91.21296263228618,divergence
39,1221.15,2020-04-15 09:25:00+05:30,1222.0,1214.5,1219.95,492703,60.39374045928146,1198.7714285714285,0.624465056950811,1212.6135233805978,1191.9925,1171.3714766194023,7.0,-4.0,"1196.5739412239675,1205.9762115627466,1212.6135233805978","1182.0460587760324,1175.1437884372533,1171.3714766194023",23.437790506416434,
40,1222.1,2020-04-15 09:35:00+05:30,1227.0,1220.0,1220.1,491173,60.93321188014213,1203.2142857142858,0.5394714208606715,1218.1490386211024,1193.5325,1168.9159613788977,6.0,-2.0,"1205.9762115627466,1212.6135233805978,1218.1490386211024","1175.1437884372533,1171.3714766194023,1168.9159613788977",11.30183901991336,
41,1230.8,2020-04-15 09:45:00+05:30,1233.9,1221.5,1222.5,543661,65.55970393021967,1209.1357142857141,4.6264920500775375,1225.193067996976,1195.5225,1165.851932003024,7.0,-3.0,"1212.6135233805978,1218.1490386211024,1225.193067996976","1171.3714766194023,1168.9159613788977,1165.851932003024",9.255489347482836,
42,1230.55,2020-04-15 09:55:00+05:30,1236.0,1229.0,1230.65,540962,65.3203184275506,1215.3857142857141,-0.23938550266906589,1230.8898556770068,1197.3725,1163.855144322993,6.0,-2.0,"1218.1490386211024,1225.193067996976,1230.8898556770068","1168.9159613788977,1165.851932003024,1163.855144322993",11.057817748273834,
43,1226.1,2020-04-15 10:05:00+05:30,1230.9,1225.35,1230.5,292682,61.04732535343848,1220.5,-4.272993074112122,1234.8015895065091,1199.3274999999999,1163.8534104934906,4.0,-0.0,"1225.193067996976,1230.8898556770068,1234.8015895065091","1165.851932003024,1163.855144322993,1163.8534104934906",19.41476955144205,
44,1223.7,2020-04-15 10:15:00+05:30,1228.15,1220.0,1225.65,405472,58.812768378765,1224.9142857142858,-2.234556974673481,1237.5198955679946,1201.3925,1165.2651044320053,3.0,1.0,"1230.8898556770068,1234.8015895065091,1237.5198955679946","1163.855144322993,1163.8534104934906,1165.2651044320053",14.026678828924759,
45,1221.7,2020-04-15 10:25:00+05:30,1224.6,1220.0,1223.5,266213,56.94224636107608,1225.157142857143,-1.87052201768892,1239.4492090605256,1203.33,1167.2107909394742,2.0,2.0,"1234.8015895065091,1237.5198955679946,1239.4492090605256","1163.8534104934906,1165.2651044320053,1167.2107909394742",7.0834788647267715,
46,1223.7,2020-04-15 10:35:00+05:30,1223.7,1217.1,1221.7,284919,58.36818624779776,1225.521428571429,1.4259398867216788,1241.4639591357889,1205.2125,1168.9610408642113,2.0,2.0,"1237.5198955679946,1239.4492090605256,1241.4639591357889","1165.2651044320053,1167.2107909394742,1168.9610408642113",1.3721429834154435,
47,1221.4,2020-04-15 10:45:00+05:30,1225.9,1221.2,1223.7,205464,56.068587884580964,1225.421428571429,-2.299598363216795,1242.9039126779608,1206.855,1170.8060873220393,1.0,2.0,"1239.4492090605256,1241.4639591357889,1242.9039126779608","1167.2107909394742,1168.9610408642113,1170.8060873220393",3.5425976759796924,
48,1218.2,2020-04-15 10:55:00+05:30,1222.3,1216.3,1221.4,349648,52.94327555250096,1223.621428571429,-3.125312332080007,1243.5500513099505,1208.4050000000002,1173.25994869005,1.0,2.0,"1241.4639591357889,1242.9039126779608,1243.5500513099505","1168.9610408642113,1170.8060873220393,1173.25994869005",7.6518113562247265,
49,1217.85,2020-04-15 11:05:00+05:30,1219.5,1217.35,1218.45,188863,52.597936839667604,1221.8071428571436,-0.34533871283335316,1243.5058929563427,1210.1,1176.6941070436571,-0.0,3.0,"1242.9039126779608,1243.5500513099505,1243.5058929563427","1170.8060873220393,1173.25994869005,1176.6941070436571",8.938109265181112,
50,1216.15,2020-04-15 11:15:00+05:30,1217.9,1212.3,1217.9,408404,50.86254285427714,1220.3857142857148,-1.7353939853904663,1243.5409363439899,1211.3975,1179.2540636560102,0.0,3.0,"1243.5500513099505,1243.5058929563427,1243.5409363439899","1173.25994869005,1176.6941070436571,1179.2540636560102",4.867933158945618,
51,1215.2,2020-04-15 11:25:00+05:30,1216.15,1212.1,1216.15,203060,49.872285632702706,1219.1714285714293,-0.9902572215744314,1243.2471454526508,1212.6375,1182.0278545473493,-0.0,3.0,"1243.5058929563427,1243.5409363439899,1243.2471454526508","1176.6941070436571,1179.2540636560102,1182.0278545473493",2.8463338036249297,
52,1214.0,2020-04-15 11:35:00+05:30,1218.0,1213.5,1215.25,198676,48.58552093604391,1218.0714285714291,-1.2867646966587927,1242.954169582,1213.6425,1184.3308304179998,-0.0,2.0,"1243.5409363439899,1243.2471454526508,1242.954169582","1179.2540636560102,1182.0278545473493,1184.3308304179998",2.3573007834257,
53,1213.2,2020-04-15 11:45:00+05:30,1215.15,1210.75,1214.2,215157,47.70189406783046,1216.5714285714291,-0.8836268682134545,1242.067224677556,1214.7525,1187.4377753224442,-1.0,3.0,"1243.2471454526508,1242.954169582,1242.067224677556","1182.0278545473493,1184.3308304179998,1187.4377753224442",7.502481954630014,
54,1214.5,2020-04-15 11:55:00+05:30,1215.3,1211.7,1213.35,142824,49.315059974574915,1215.5857142857149,1.613165906744456,1240.5782636534927,1216.01,1191.4417363465072,-1.0,4.0,"1242.954169582,1242.067224677556,1240.5782636534927","1184.3308304179998,1187.4377753224442,1191.4417363465072",7.78302267393434,
55,1214.4,2020-04-15 12:05:00+05:30,1215.85,1212.0,1214.5,124591,49.18936854869281,1215.0428571428577,-0.1256914258821027,1237.7983471055138,1217.39,1196.9816528944864,-3.0,6.0,"1242.067224677556,1240.5782636534927,1237.7983471055138","1187.4377753224442,1191.4417363465072,1196.9816528944864",14.05632488328095,
56,1216.5,2020-04-15 12:15:00+05:30,1219.75,1213.75,1214.4,220892,51.95851840037057,1214.8500000000004,2.76914985167776,1234.6669395281292,1218.7000000000003,1202.7330604718713,-3.0,6.0,"1240.5782636534927,1237.7983471055138,1234.6669395281292","1191.4417363465072,1196.9816528944864,1202.7330604718713",2.5896618092805,
57,1215.0,2020-04-15 12:25:00+05:30,1216.7,1213.5,1216.7,105330,49.867923908762016,1214.6857142857148,-2.090594491608556,1230.365297996252,1219.8100000000002,1209.2547020037484,-4.0,7.0,"1237.7983471055138,1234.6669395281292,1230.365297996252","1196.9816528944864,1202.7330604718713,1209.2547020037484",8.916179661109169,
58,1213.9,2020-04-15 12:35:00+05:30,1216.0,1211.0,1215.05,154860,48.33212264217822,1214.5000000000002,-1.5358012665837961,1230.3847203911535,1219.5050000000003,1208.6252796088472,0.0,-1.0,"1234.6669395281292,1230.365297996252,1230.3847203911535","1202.7330604718713,1209.2547020037484,1208.6252796088472",59.94733319847052,divergence
59,1207.9,2020-04-15 12:45:00+05:30,1214.2,1205.15,1214.2,299759,40.92794368340005,1213.6285714285716,-7.404178958778168,1230.8551369864663,1218.8425000000002,1206.8298630135341,0.0,-2.0,"1230.365297996252,1230.3847203911535,1230.8551369864663","1209.2547020037484,1208.6252796088472,1206.8298630135341",8.98103072129021,
60,1207.6,2020-04-15 12:55:00+05:30,1210.7,1207.0,1207.9,181768,40.593095538776225,1212.8285714285716,-0.3348481446238267,1231.019653023111,1218.1175000000003,1205.2153469768896,0.0,-2.0,"1230.3847203911535,1230.8551369864663,1231.019653023111","1208.6252796088472,1206.8298630135341,1205.2153469768896",2.5767638843057057,
61,1208.15,2020-04-15 13:05:00+05:30,1209.5,1204.25,1207.7,218311,41.53744316916305,1211.9214285714286,0.9443476303868223,1229.1554171100156,1216.9850000000004,1204.814582889985,-2.0,-0.0,"1230.8551369864663,1231.019653023111,1229.1554171100156","1206.8298630135341,1205.2153469768896,1204.814582889985",18.20568417244985,
62,1202.9,2020-04-15 13:15:00+05:30,1208.7,1202.55,1208.15,208914,35.70321286917412,1210.2785714285715,-5.834230299988924,1227.5648741262767,1215.6025000000004,1203.6401258737242,-2.0,-1.0,"1231.019653023111,1229.1554171100156,1227.5648741262767","1205.2153469768896,1204.814582889985,1203.6401258737242",5.746512421803146,
63,1202.5,2020-04-15 13:25:00+05:30,1203.5,1195.1,1202.65,458309,35.296432494565806,1208.2785714285715,-0.4067803746083172,1226.6772294844484,1214.4225000000006,1202.1677705155528,-1.0,-1.0,"1229.1554171100156,1227.5648741262767,1226.6772294844484","1204.814582889985,1203.6401258737242,1202.1677705155528",5.462506161177544,
64,1188.8,2020-04-15 13:35:00+05:30,1204.2,1188.8,1202.9,406849,24.852432637986936,1204.5357142857142,-10.44399985657887,1228.722747697819,1212.6775000000005,1196.632252302182,2.0,-6.0,"1227.5648741262767,1226.6772294844484,1228.722747697819","1203.6401258737242,1202.1677705155528,1196.632252302182",37.060303254290545,divergence
65,1185.05,2020-04-15 13:45:00+05:30,1189.5,1181.8,1188.2,532334,22.85863227779889,1200.4142857142856,-1.9938003601880467,1230.5138345519433,1210.8450000000005,1191.1761654480576,2.0,-5.0,"1226.6772294844484,1228.722747697819,1230.5138345519433","1202.1677705155528,1196.632252302182,1191.1761654480576",1.573808970875234,
66,1182.7,2020-04-15 13:55:00+05:30,1189.3,1180.0,1185.2,431968,21.68458609802174,1196.814285714286,-1.1740461797771502,1231.1812716389948,1208.7950000000005,1186.4087283610063,1.0,-5.0,"1228.722747697819,1230.5138345519433,1231.1812716389948","1196.632252302182,1191.1761654480576,1186.4087283610063",9.286321272661212,
67,1168.0,2020-04-15 14:05:00+05:30,1182.85,1167.6,1182.7,615494,16.110457652918058,1191.1571428571428,-5.574128445103682,1234.1971157772375,1206.1250000000005,1178.0528842227634,3.0,-8.0,"1230.5138345519433,1231.1812716389948,1234.1971157772375","1191.1761654480576,1186.4087283610063,1178.0528842227634",27.187727797394984,divergence
68,1158.25,2020-04-15 14:15:00+05:30,1168.8,1156.4,1167.95,672907,13.611281757800839,1184.0285714285715,-2.4991758951172187,1237.7980316249689,1203.1275000000003,1168.4569683750317,4.0,-10.0,"1231.1812716389948,1234.1971157772375,1237.7980316249689","1186.4087283610063,1178.0528842227634,1168.4569683750317",6.779037043447261,
69,1159.75,2020-04-15 14:25:00+05:30,1165.0,1154.1,1158.65,714341,15.775974529858388,1177.8642857142859,2.164692772057549,1239.1712987112912,1200.2225000000003,1161.2737012887094,1.0,-7.0,"1234.1971157772375,1237.7980316249689,1239.1712987112912","1178.0528842227634,1168.4569683750317,1161.2737012887094",19.939777853771204,
70,1151.1,2020-04-15 14:35:00+05:30,1161.0,1148.7,1159.65,797897,13.65159476258252,1170.5214285714287,-2.124379767275869,1240.868332302576,1196.9700000000003,1153.0716676974246,2.0,-8.0,"1237.7980316249689,1239.1712987112912,1240.868332302576","1168.4569683750317,1161.2737012887094,1153.0716676974246",5.300398692206187,
71,1156.0,2020-04-15 14:45:00+05:30,1160.85,1151.1,1151.1,530632,20.206523898729543,1165.8357142857144,6.554929136147024,1240.6317207115444,1194.0100000000002,1147.388279288456,-0.0,-6.0,"1239.1712987112912,1240.868332302576,1240.6317207115444","1161.2737012887094,1153.0716676974246,1147.388279288456",20.562344375865024,
72,1151.75,2020-04-15 14:55:00+05:30,1157.0,1150.2,1155.85,523548,18.868601496423835,1161.0785714285716,-1.3379224023057077,1240.1382242133236,1190.8975000000003,1141.656775786677,-0.0,-6.0,"1240.868332302576,1240.6317207115444,1240.1382242133236","1153.0716676974246,1147.388279288456,1141.656775786677",1.4959988737057586,
73,1149.85,2020-04-15 15:05:00+05:30,1153.35,1143.0,1151.75,1031853,18.285693377754555,1156.3857142857146,-0.5829081186692804,1239.0369544891068,1187.73,1136.4230455108932,-1.0,-5.0,"1240.6317207115444,1240.1382242133236,1239.0369544891068","1147.388279288456,1141.656775786677,1136.4230455108932",5.472367890533633,
74,1153.0,2020-04-15 15:15:00+05:30,1154.7,1144.85,1149.85,1037113,22.557218557716325,1154.2428571428572,4.27152517996177,1236.5746636514925,1184.6550000000002,1132.7353363485079,-2.0,-4.0,"1240.1382242133236,1239.0369544891068,1236.5746636514925","1141.656775786677,1136.4230455108932,1132.7353363485079",14.757045164433947,
75,1157.5,2020-04-15 15:25:00+05:30,1157.9,1150.15,1153.0,283030,28.3216872903523,1154.1357142857144,5.764468732635976,1233.0988476643479,1181.81,1130.521152335652,-3.0,-2.0,"1239.0369544891068,1236.5746636514925,1233.0988476643479","1136.4230455108932,1132.7353363485079,1130.521152335652",12.915433678708013,
76,1177.0,2020-04-16 09:15:00+05:30,1178.0,1149.85,1149.85,1344299,46.80108779763866,1156.6000000000001,18.479400507286357,1228.4729113557776,1179.835,1131.1970886442225,-5.0,1.0,"1236.5746636514925,1233.0988476643479,1228.4729113557776","1132.7353363485079,1130.521152335652,1131.1970886442225",21.8388761719267,
77,1174.0,2020-04-16 09:25:00+05:30,1184.7,1170.65,1176.8,821793,44.88391117178706,1159.8714285714286,-1.9171766258515959,1223.5538482888091,1177.785,1132.016151711191,-5.0,1.0,"1233.0988476643479,1228.4729113557776,1223.5538482888091","1130.521152335652,1131.1970886442225,1132.016151711191",2.0018993190087713,
78,1177.5,2020-04-16 09:35:00+05:30,1183.75,1172.15,1173.9,468518,47.58177462352358,1162.9428571428573,2.6978634517365165,1218.4652303399307,1175.965,1133.4647696600691,-5.0,1.0,"1228.4729113557776,1223.5538482888091,1218.4652303399307","1131.1970886442225,1132.016151711191,1133.4647696600691",4.156741335594717,
79,1175.9,2020-04-16 09:45:00+05:30,1182.15,1174.5,1177.5,365607,46.4621372711238,1166.392857142857,-1.1196373523997778,1214.124118120049,1174.365,1134.605881879951,-4.0,1.0,"1223.5538482888091,1218.4652303399307,1214.124118120049","1132.016151711191,1133.4647696600691,1134.605881879951",5.056356133217406,
80,1171.15,2020-04-16 09:55:00+05:30,1178.8,1167.5,1175.45,470041,43.21131980448981,1169.435714285714,-3.2508174666339897,1209.0998273668945,1172.5425,1135.9851726331055,-5.0,1.0,"1218.4652303399307,1214.124118120049,1209.0998273668945","1133.4647696600691,1134.605881879951,1135.9851726331055",4.373060441021693,
81,1172.05,2020-04-16 10:05:00+05:30,1174.25,1168.0,1171.4,393766,44.01066123365847,1172.1571428571426,0.7993414291686562,1203.231286855494,1170.7375,1138.2437131445058,-6.0,2.0,"1214.124118120049,1209.0998273668945,1203.231286855494","1134.605881879951,1135.9851726331055,1138.2437131445058",8.425945171111408,
82,1176.75,2020-04-16 10:15:00+05:30,1178.75,1171.55,1172.2,449633,48.11770874048401,1174.9071428571426,4.107047506825545,1198.386599102427,1169.4299999999998,1140.4734008975727,-5.0,2.0,"1209.0998273668945,1203.231286855494,1198.386599102427","1135.9851726331055,1138.2437131445058,1140.4734008975727",4.535157448116564,
83,1174.0,2020-04-16 10:25:00+05:30,1179.0,1172.0,1176.5,318412,45.99189499307836,1174.4785714285713,-2.125813747405651,1192.5833366316492,1168.0049999999999,1143.4266633683505,-6.0,3.0,"1203.231286855494,1198.386599102427,1192.5833366316492","1138.2437131445058,1140.4734008975727,1143.4266633683505",7.984213249364956,
84,1170.3,2020-04-16 10:35:00+05:30,1174.25,1170.0,1173.75,256606,43.22490233652822,1173.9499999999996,-2.766992656550144,1189.6756306908107,1167.08,1144.484369309189,-3.0,1.0,"1198.386599102427,1192.5833366316492,1189.6756306908107","1140.4734008975727,1143.4266633683505,1144.484369309189",24.160078640100608,
85,1163.75,2020-04-16 10:45:00+05:30,1170.3,1161.15,1170.3,666894,38.777276309379715,1171.985714285714,-4.447626027148502,1186.9944661514469,1166.0149999999999,1145.0355338485529,-3.0,1.0,"1192.5833366316492,1189.6756306908107,1186.9944661514469","1143.4266633683505,1144.484369309189,1145.0355338485529",3.9064234995521474,
86,1165.2,2020-04-16 10:55:00+05:30,1168.45,1163.05,1163.8,315532,40.24313937167788,1170.4571428571428,1.4658630622981619,1184.5936858907648,1165.1399999999999,1145.686314109235,-2.0,1.0,"1189.6756306908107,1186.9944661514469,1184.5936858907648","1144.484369309189,1145.0355338485529,1145.686314109235",1.8961348043463317,
87,1166.8,2020-04-16 11:05:00+05:30,1168.8,1162.0,1164.6,315252,41.89632277650908,1169.8357142857142,1.6531834048312035,1184.5039244774316,1165.08,1145.6560755225682,-0.0,-0.0,"1186.9944661514469,1184.5936858907648,1184.5039244774316","1145.0355338485529,1145.686314109235,1145.6560755225682",16.708344365817112,
88,1169.4,2020-04-16 11:15:00+05:30,1170.3,1166.0,1167.1,464061,44.579455174217856,1169.4571428571426,2.683132397708775,1184.875178900361,1165.6375,1146.399821099639,0.0,1.0,"1184.5936858907648,1184.5039244774316,1184.875178900361","1145.686314109235,1145.6560755225682,1146.399821099639",6.8881939796631,
89,1165.5,2020-04-16 11:25:00+05:30,1170.25,1164.0,1168.9,525443,41.484858594707454,1167.8499999999997,-3.0945965795104016,1184.963036718763,1165.925,1146.8869632812368,0.0,0.0,"1184.5039244774316,1184.875178900361,1184.963036718763","1145.6560755225682,1146.399821099639,1146.8869632812368",2.906350676776782,
90,1165.4,2020-04-16 11:35:00+05:30,1167.0,1162.0,1165.5,305117,41.40549025558699,1166.6214285714282,-0.07936833912046382,1184.3623795479566,1166.64,1148.9176204520436,-1.0,2.0,"1184.875178900361,1184.963036718763,1184.3623795479566","1146.399821099639,1146.8869632812368,1148.9176204520436",12.45438145498781,
91,1164.2,2020-04-16 11:45:00+05:30,1165.8,1162.6,1165.65,182928,40.406469495116724,1165.7499999999995,-0.9990207604702661,1184.102704678198,1167.0500000000002,1149.9972953218023,-0.0,1.0,"1184.963036718763,1184.3623795479566,1184.102704678198","1146.8869632812368,1148.9176204520436,1149.9972953218023",7.087495621502711,
