,32.04135890030426,-21.585052211119134,928.55,931,NONE,,925,False,,0,2020-04-21 09:15:22.619160+05:30
,30.49570166388706,0.8129211104586886,925.95,925.85,NONE,,925.0,False,,0,2020-04-21 09:25:02.841574+05:30
,29.212626358693115,-0.6524424130051898,924.8,925,NONE,,925.0,False,low,1,2020-04-21 09:35:01.335962+05:30
,34.64352630414864,0.4831666518654174,927.9,928,NONE,,925.0,False,,0,2020-04-21 09:55:04.556558+05:30
,37.52150052169362,1.7468066964968116,929.4,929.9,NONE,,925.0,False,,0,2020-04-21 10:05:04.368157+05:30
,33.248170734620516,-2.0874423678205716,926.2,926.2,NONE,,925.0,False,,0,2020-04-21 10:15:01.981901+05:30
,32.898036242858126,-0.61059685865294,925.9,926.15,NONE,,925.0,False,,0,2020-04-21 10:25:04.477757+05:30
,35.601457276966556,-0.8043405777516597,927.15,927.4,NONE,,925.0,False,,0,2020-04-21 10:35:01.983785+05:30
,34.91226921513099,-0.5085927577320888,926.6,926.65,NONE,,925.0,False,,0,2020-04-21 10:45:08.227105+05:30
,38.9312774890936,-0.3588578658195729,928.5,928,NONE,,925.0,False,,0,2020-04-21 10:55:08.241791+05:30
,38.02821412570979,-0.9743095542300253,927.9,927.9,NONE,,925.0,False,,0,2020-04-21 11:05:01.975637+05:30
,37.660104399948736,0.6281343504156354,927.45,927.2,NONE,,925.0,False,,0,2020-04-21 11:15:04.882600+05:30
,39.698954575190584,-1.3707173102726955,928.05,928.05,NONE,,925.0,False,,0,2020-04-21 11:25:04.834678+05:30
,43.70421308869606,3.047420422699787,929.9,929.95,NONE,,925.0,False,,0,2020-04-21 11:35:05.308631+05:30
,42.037359132837395,0.0,929.2,929.2,NONE,,925.0,False,,0,2020-04-21 11:45:04.808272+05:30
,49.30295007800385,1.3396409926707165,932.3,932.2,NONE,,925.0,False,,0,2020-04-21 11:55:03.889228+05:30
,43.16670492628013,-0.5599463356298742,929.2,929.35,NONE,,925.0,False,,0,2020-04-21 12:05:04.812293+05:30
,38.69290555909669,0.49871537107202357,926.35,926.2,NONE,,925.0,False,,0,2020-04-21 12:15:04.439296+05:30
,39.562275060787584,-1.1633586526249147,926.5,926.5,NONE,,925.0,False,,0,2020-04-21 12:25:08.327701+05:30
,31.708809825377486,-0.281703548870496,920.45,920.9,NONE,,925.0,False,,0,2020-04-21 12:35:01.536476+05:30
,29.932669351773114,-1.2273596122666959,918.85,919,NONE,,925.0,False,low,1,2020-04-21 12:45:04.318401+05:30
,29.144305183960284,1.9834817369550848,916.8,916.85,NONE,,925.0,False,low,2,2020-04-21 12:55:04.621391+05:30
,26.59179383258396,-0.147979592098622,915.4,915.25,NONE,,925.0,False,low,2,2020-04-21 13:05:01.935870+05:30
,28.252555440409708,-0.9813074421986414,915.6,915.5,NONE,,925.0,False,low,2,2020-04-21 13:15:01.488242+05:30
,24.029855042547382,-0.1237736278238799,910.9,911,NONE,,925.0,False,low,2,2020-04-21 13:25:01.055614+05:30
13357,31.573245247474304,6.774039433231479,914.0,913.95,BUY,up,913.95,False,low,2,2020-04-21 13:35:07.947015+05:30
13357,26.255148917639247,1.4559431033964216,911.8,912,HOLD,up,913.95,False,low,2,2020-04-21 13:45:00.858064+05:30
13357,32.96411005927109,2.91681951851767,914.3,914.35,HOLD,up,913.95,False,low,2,2020-04-21 13:55:00.808032+05:30
13357,31.023830389614204,2.119857818762739,912.95,912.85,HOLD,up,913.95,False,low,2,2020-04-21 14:05:07.752333+05:30
13357,33.48055185095035,-0.6840811415338095,913.65,913.95,HOLD,up,913.95,False,low,2,2020-04-21 14:15:04.066037+05:30
13357,41.78617419040074,0.11348501742415351,917.35,917.15,HOLD,up,913.95,False,low,2,2020-04-21 14:25:01.900829+05:30
13357,44.24374533195667,-2.7035506037777637,918.25,918,HOLD,up,913.95,False,low,2,2020-04-21 14:35:04.855104+05:30
13357,44.24374533195667,-2.7035506037777637,918.25,918,SELL,,913.95,True,low,2,2020-04-21 14:35:05.055813+05:30
,39.81476190353371,2.088615354323302,914.5,913.95,NONE,,913.95,False,,0,2020-04-21 14:45:04.621454+05:30
,40.400163933669674,-2.9435529499820206,914.2,914.2,NONE,,913.95,False,,0,2020-04-21 14:55:05.275520+05:30
