,36.85050986347638,-2.6563367748342515,1655.95,1607.5,NONE,,1603,False,,0,False,2020-04-24 09:15:02.696963+05:30
,17.45119959300071,-1.6760647972879497,1611.2,1611,NONE,,1603,False,low,1,False,2020-04-24 09:35:02.529125+05:30
,22.369258782227035,5.08037770168535,1615.35,1615.5,NONE,,1603,False,low,2,False,2020-04-24 09:45:04.567471+05:30
,23.338023332753764,2.7956702279804944,1599.8,1599.25,NONE,,1603,False,low,2,False,2020-04-24 11:15:02.191621+05:30
,21.57291709458967,-0.7715557978024066,1596.95,1594.7,NONE,,1603,False,low,2,False,2020-04-24 11:25:00.944469+05:30
,20.1842230605143,-0.6178394799739237,1593.0,1591.5,NONE,,1603,False,low,2,False,2020-04-24 11:35:05.233722+05:30
,19.592654870602047,0.07106972953701529,1591.05,1590.5,NONE,,1603,False,low,2,False,2020-04-24 11:45:02.002621+05:30
11554,32.97123426847597,13.56968838890252,1601.35,1603.95,BUY,up,1603.95,False,low,2,False,2020-04-24 11:55:04.929825+05:30
11554,31.548687032465807,-4.105574277512844,1596.0,1597,HOLD,up,1603.95,False,low,2,False,2020-04-24 12:05:07.836581+05:30
11554,31.784473543674068,-0.22494753213787533,1596.55,1596.35,HOLD,up,1603.95,False,low,2,False,2020-04-24 12:15:08.235349+05:30
11554,45.0305861393236,13.096500522931493,1610.95,1608,HOLD,up,1603.95,False,low,2,False,2020-04-24 12:25:00.991191+05:30
11554,47.18443902605458,4.055200828992078,1613.55,1614.95,HOLD,up,1603.95,True,low,2,False,2020-04-24 12:35:10.847116+05:30
11554,49.868815806892314,2.387751711608402,1617.1,1619.35,HOLD,up,1603.95,True,low,2,False,2020-04-24 12:45:09.246755+05:30
11554,47.83405973070431,-2.7831455262063827,1614.35,1615.5,HOLD,up,1603.95,True,low,2,False,2020-04-24 12:55:06.259518+05:30
11554,45.08653394282959,-3.343167181133154,1610.5,1610.45,HOLD,up,1603.95,True,low,2,False,2020-04-24 13:05:01.540194+05:30
11554,44.70770017034149,-0.7123879813964393,1610.0,1610.4,HOLD,up,1603.95,True,low,2,False,2020-04-24 13:15:08.373059+05:30
11554,41.72029997825104,-2.399209413786771,1605.7,1608,HOLD,up,1603.95,True,low,2,False,2020-04-24 13:25:01.237592+05:30
11554,39.05212891628339,-3.851626036270872,1601.8,1600.4,HOLD,up,1603.95,True,low,2,False,2020-04-24 13:35:08.510686+05:30
11554,39.05212891628339,-3.851626036270872,1601.8,1601,SELL,,1603.95,True,low,2,False,2020-04-24 13:35:08.856150+05:30
,38.33294888539212,-0.6881794244373651,1600.7,1599.85,NONE,,1603.95,False,,0,False,2020-04-24 13:45:04.983307+05:30
,37.54943774769838,-0.36952823601128415,1599.5,1592.9,NONE,,1603.95,False,,0,False,2020-04-24 13:55:01.830691+05:30
,34.627721893742404,1.2742148552216719,1593.55,1588.75,NONE,,1603.95,False,,0,False,2020-04-24 14:05:05.164510+05:30
,34.35226296158507,3.1906484286816266,1591.1,1591.4,NONE,,1603.95,False,,0,False,2020-04-24 14:15:06.217486+05:30
,32.251158815399705,-2.5253983777997604,1587.0,1587.6,NONE,,1603.95,False,,0,False,2020-04-24 14:25:08.106098+05:30
,33.19768062758969,0.47121680608010763,1588.3,1588.4,NONE,,1603.95,False,,0,False,2020-04-24 14:35:05.186892+05:30
,37.05101762281325,4.723613718379838,1591.2,1593.25,NONE,,1603.95,False,,0,False,2020-04-24 14:45:01.061499+05:30
,37.30642510956336,-0.4505934708577044,1591.2,1591.5,NONE,,1603.95,False,,0,False,2020-04-24 14:55:05.371343+05:30
